,Country,Gender,Activity,Currency,Year,Amount
47203,Jamaica,Total,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2011,413.45
47209,Jamaica,Male,Agricultura,Divisa: Dólar estadounidense,2011,227.91
47212,Jamaica,Male,Manufacturas,Divisa: Dólar estadounidense,2011,370.21
47215,Jamaica,Male,Construcción,Divisa: Dólar estadounidense,2011,325.67
47218,Jamaica,Male,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2011,552.85
47221,Jamaica,Male,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2011,338.08
47224,Jamaica,Male,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2011,544.47
47230,Jamaica,Female,Agricultura,Divisa: Dólar estadounidense,2011,123.69
47233,Jamaica,Female,Manufacturas,Divisa: Dólar estadounidense,2011,419.55
47236,Jamaica,Female,Construcción,Divisa: Dólar estadounidense,2011,353.95
47239,Jamaica,Female,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2011,441.83
47242,Jamaica,Female,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2011,328.02
47245,Jamaica,Female,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2011,361.75
47251,Jamaica,Total,,Divisa: Dólar estadounidense,2011,206.17
47254,Jamaica,Total,Pesca,Divisa: Dólar estadounidense,2011,124.46
47257,Jamaica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2011,624.77
47260,Jamaica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2011,388.21
47263,Jamaica,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2011,464.87
47266,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2011,326.78
47269,Jamaica,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2011,241.66
47272,Jamaica,Total,Hoteles y restaurantes,Divisa: Dólar estadounidense,2011,256.7
47275,Jamaica,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2011,439.0
47278,Jamaica,Total,Intermediación financiera,Divisa: Dólar estadounidense,2011,737.06
47281,Jamaica,Total,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2011,380.07
47284,Jamaica,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2011,569.98
47287,Jamaica,Total,Enseñanza,Divisa: Dólar estadounidense,2011,556.78
47290,Jamaica,Total,Servicios sociales y de salud,Divisa: Dólar estadounidense,2011,518.08
47293,Jamaica,Total,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2011,282.04
47296,Jamaica,Total,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2011,149.04
47302,Jamaica,Male,,Divisa: Dólar estadounidense,2011,231.69
47305,Jamaica,Male,Pesca,Divisa: Dólar estadounidense,2011,129.83
47308,Jamaica,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2011,650.97
47311,Jamaica,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2011,370.21
47314,Jamaica,Male,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2011,470.79
47317,Jamaica,Male,Construcción,Divisa: Dólar estadounidense,2011,325.67
47320,Jamaica,Male,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2011,246.83
47323,Jamaica,Male,Hoteles y restaurantes,Divisa: Dólar estadounidense,2011,285.46
47326,Jamaica,Male,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2011,390.64
47329,Jamaica,Male,Intermediación financiera,Divisa: Dólar estadounidense,2011,825.54
47332,Jamaica,Male,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2011,373.42
47335,Jamaica,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2011,612.03
47338,Jamaica,Male,Enseñanza,Divisa: Dólar estadounidense,2011,678.68
47341,Jamaica,Male,Servicios sociales y de salud,Divisa: Dólar estadounidense,2011,826.2
47344,Jamaica,Male,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2011,306.37
47347,Jamaica,Male,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2011,150.67
47353,Jamaica,Female,,Divisa: Dólar estadounidense,2011,124.34
47356,Jamaica,Female,Explotación de minas y canteras,Divisa: Dólar estadounidense,2011,449.47
47359,Jamaica,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2011,419.55
47362,Jamaica,Female,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2011,437.4
47365,Jamaica,Female,Construcción,Divisa: Dólar estadounidense,2011,353.95
47368,Jamaica,Female,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2011,237.05
47371,Jamaica,Female,Hoteles y restaurantes,Divisa: Dólar estadounidense,2011,236.92
47374,Jamaica,Female,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2011,536.63
47377,Jamaica,Female,Intermediación financiera,Divisa: Dólar estadounidense,2011,688.74
47380,Jamaica,Female,"Actividades inmobiliarias, empresariales y de alquiler",Divisa: Dólar estadounidense,2011,388.67
47383,Jamaica,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2011,530.3
47386,Jamaica,Female,Enseñanza,Divisa: Dólar estadounidense,2011,515.35
47389,Jamaica,Female,Servicios sociales y de salud,Divisa: Dólar estadounidense,2011,425.29
47392,Jamaica,Female,"Otras actividades de servicios comunitarios, sociales y personales",Divisa: Dólar estadounidense,2011,264.06
47395,Jamaica,Female,Hogares privados con servicio doméstico,Divisa: Dólar estadounidense,2011,148.81
47404,Jamaica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2013,1303.9
47407,Jamaica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2013,651.02
47410,Jamaica,Total,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2013,2060.37
47413,Jamaica,Total,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2013,1397.71
47416,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2013,976.56
47419,Jamaica,Total,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2013,911.86
47422,Jamaica,Total,Transporte y almacenamiento,Divisa: Dólar estadounidense,2013,1131.21
47425,Jamaica,Total,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2013,489.98
47428,Jamaica,Total,Información y comunicaciones,Divisa: Dólar estadounidense,2013,1694.95
47431,Jamaica,Total,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2013,1534.21
47434,Jamaica,Total,Actividades inmobiliarias,Divisa: Dólar estadounidense,2013,651.76
47443,Jamaica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2010,1065.81
47446,Jamaica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2010,675.54
47449,Jamaica,Total,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2010,2274.76
47452,Jamaica,Total,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2010,1391.12
47455,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2010,1097.09
47458,Jamaica,Total,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2010,890.37
47461,Jamaica,Total,Transporte y almacenamiento,Divisa: Dólar estadounidense,2010,1165.87
47464,Jamaica,Total,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2010,521.66
47467,Jamaica,Total,Información y comunicaciones,Divisa: Dólar estadounidense,2010,1680.95
47470,Jamaica,Total,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2010,1483.84
47473,Jamaica,Total,Actividades inmobiliarias,Divisa: Dólar estadounidense,2010,731.16
47482,Jamaica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2009,1137.0
47485,Jamaica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2009,633.68
47488,Jamaica,Total,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2009,2142.0
47491,Jamaica,Total,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2009,1189.75
47494,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2009,931.59
47497,Jamaica,Total,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2009,852.61
47500,Jamaica,Total,Transporte y almacenamiento,Divisa: Dólar estadounidense,2009,964.22
47503,Jamaica,Total,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2009,458.79
47506,Jamaica,Total,Información y comunicaciones,Divisa: Dólar estadounidense,2009,1756.12
47509,Jamaica,Total,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2009,1371.41
47512,Jamaica,Total,Actividades inmobiliarias,Divisa: Dólar estadounidense,2009,706.66
47521,Jamaica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2008,1647.22
47524,Jamaica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2008,648.4
47527,Jamaica,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2008,1840.41
47530,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2008,1110.53
47533,Jamaica,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2008,724.1
47536,Jamaica,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2008,1105.17
47539,Jamaica,Total,Intermediación financiera,Divisa: Dólar estadounidense,2008,1109.22
47542,Jamaica,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2008,760.82
47551,Jamaica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2007,1522.31
47554,Jamaica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2007,614.47
47557,Jamaica,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2007,1459.79
47560,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2007,1110.35
47563,Jamaica,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2007,672.29
47566,Jamaica,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2007,952.27
47569,Jamaica,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2007,687.43
47578,Jamaica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2006,1585.29
47581,Jamaica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2006,598.02
47584,Jamaica,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2006,1354.51
47587,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2006,829.46
47590,Jamaica,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2006,631.48
47593,Jamaica,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2006,948.61
47596,Jamaica,Total,Intermediación financiera,Divisa: Dólar estadounidense,2006,980.94
47599,Jamaica,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2006,681.08
47608,Jamaica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2005,1602.04
47611,Jamaica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2005,599.09
47614,Jamaica,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2005,1113.15
47617,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2005,758.02
47620,Jamaica,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2005,576.56
47623,Jamaica,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2005,909.93
47626,Jamaica,Total,Intermediación financiera,Divisa: Dólar estadounidense,2005,913.61
47629,Jamaica,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2005,637.6
47638,Jamaica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2004,1515.64
47641,Jamaica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2004,559.67
47644,Jamaica,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2004,1107.6
47647,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2004,700.61
47650,Jamaica,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2004,559.25
47653,Jamaica,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2004,830.45
47656,Jamaica,Total,Intermediación financiera,Divisa: Dólar estadounidense,2004,862.78
47659,Jamaica,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2004,572.76
47668,Jamaica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2003,1519.3
47671,Jamaica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2003,593.17
47674,Jamaica,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2003,1082.03
47677,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2003,618.07
47680,Jamaica,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2003,557.1
47683,Jamaica,Total,Intermediación financiera,Divisa: Dólar estadounidense,2003,881.13
47686,Jamaica,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2003,474.01
47695,Jamaica,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2002,377.71
47698,Jamaica,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2002,147.93
47701,Jamaica,Total,"Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2002,275.9
47704,Jamaica,Total,Construcción,Divisa: Dólar estadounidense,2002,111.18
47707,Jamaica,Total,"Comercio al por mayor y al por menor; reparación de vehículos automotores, motocicletas, efectos personales y enseres domésticos",Divisa: Dólar estadounidense,2002,134.69
47710,Jamaica,Total,"Transporte, almacenamiento y comunicaciones",Divisa: Dólar estadounidense,2002,252.69
